SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
3,POZO DE A.P. JUSTO SIERRA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.73954,17.94648,165.22,1868,1258,1.716,428.27,1,1.3526,0.009,0.0029,0.0049,0.00049,0.0049,0.03711,0.2399,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,POZO DE A.P. NUEVO COAHUILA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.77618,17.89228,187.18,1414,953,0.8564,479.58,1,1.2513,0.009,0.0029,5.0032,0.00049,0.0049,0.00519,0.49037,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
2,POZO DE A.P. NUEVO PROGRESO (CAMPO MENONITA).,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.67811,19.67761,448.85,1623,1074,1.4876,246.7,40,0.8826,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0789,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,VALLE DE JUAREZ 1,RIO BRAVO,CHIHUAHUA,JUAREZ,VALLE DE JUAREZ,POZO,-106.28142,31.54709,169.725,1626,1072,0.3963,367.0064,1,2.510057,0.009,0.0029,0.0049,0.00049,0.0049,0.0231,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VALLE DE JUAREZ 2,RIO BRAVO,CHIHUAHUA,GUADALUPE,VALLE DE JUAREZ,POZO,-106.11205,31.34143,204.765,1263,776,1.8247,99.73,1,1.458402,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0382,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2,VALLE DE JUAREZ 3,RIO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,VALLE DE JUAREZ,POZO,-105.8813,31.27197,213.525,1362,2548,0.4605,789.8616,309,0.038281,0.009,0.0029,0.0049,0.00049,0.0049,1.058,4.65,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0
1,FLORES MAGON-VILLA AHUMADA 3,RIO BRAVO,CHIHUAHUA,AHUMADA,FLORES MAGON-VILLA AHUMADA,POZO,-106.43805,30.15929,177.39,440,241,0.19,97.7354,201,1.502923,0.009,0.0029,0.0049,0.00049,0.0049,0.003,0.0564,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,BUENAVENTURA 3,RIO BRAVO,CHIHUAHUA,GALEANA,BUENAVENTURA,POZO,-107.65257,30.29047,123.21,234,197.6,2.6173,27.7088,63,0.383628,0.0283,0.0029,0.0049,0.00049,0.0049,0.0058,0.0493,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,CASAS GRANDES 3,RIO BRAVO,CHIHUAHUA,NUEVO CASAS GRANDES,CASAS GRANDES,POZO,-107.93162,30.37578,226.665,401,301,2.5556,148.44,97,0.662468,0.009,0.0029,0.0049,0.00049,0.0049,0.0029,0.0584,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,CASAS GRANDES 1,RIO BRAVO,CHIHUAHUA,CASAS GRANDES,CASAS GRANDES,POZO,-107.96673,30.26354,102.93,245,139.4,1.9905,49.48,1,0.622853,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0587,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2,BAJA BABICORA 2,RIO BRAVO,CHIHUAHUA,NAMIQUIPA,BAJA BABICORA,POZO,-107.47621,29.03065,124.32,300,222.4,0.7554,99.49,1,4.398582,0.009,0.0029,0.0049,0.00049,0.0049,0.1266,0.3678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,BAJA BABICORA 1,RIO BRAVO,CHIHUAHUA,BACHINIVA,BAJA BABICORA,POZO,-107.24538,28.7217,205.35,358,255,0.5695,169.133,10,0.275087,0.009,0.0029,0.0049,0.00049,0.0049,0.0026,0.0551,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,CUAUHTEMOC 3,RIO BRAVO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,POZO,-107.00819,28.58134,125.43,349,177.4,1.2825,93.5206,1,0.28316,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-48),RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.543611,28.426111,290.175,651,517.6,6.6215,19,1,5.551842,0.4522,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,MEOQUI-DELICIAS (M-42),RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.567222,28.355833,266.085,577,494.6,1.4009,197.4654,1,7.269607,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO 24,RIO BRAVO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,POZO,-106.86832,28.41368,126.54,232,164.2,0.3269,93.5206,1,0.673269,0.0211,0.0029,0.0049,0.00049,0.0049,0.0327,1.157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3,MEOQUI-DELICIAS (M-51),RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.428333,28.33,166.44,1061,795.8,5.0148,143.6112,1,6.738697,0.0527,0.0029,0.0049,0.00049,0.0049,0.003,0.113,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-45),RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.625833,28.391111,223.38,626,431.8,1.5169,199.46,1,7.292391,0.009,0.0029,0.0049,0.00049,0.0049,0.0027,0.8893,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3,MEOQUI-DELICIAS (6-B),RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.480278,28.270833,241.995,910,706,1.7789,231.3736,52,9.303849,0.021,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,CASETA OJO LAGUNA,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,EL SAUZ-ENCINILLAS,POZO,-106.40643,29.48187,134.685,312,215.6,3.2139,91.7516,1,0.592998,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,EL SAUZ-ENCINILLAS 2,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,EL SAUZ-ENCINILLAS,POZO,-106.2562,29.06838,127.02,378,228,0.4113,135.6328,1,6.572807,0.009,0.0029,0.0049,0.00049,0.0049,0.0021,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,MEOQUI-DELICIAS (21-A),RIO BRAVO,CHIHUAHUA,DELICIAS,MEOQUI-DELICIAS,POZO,-105.39353,28.23409,113.88,1707,1492.8,0.6039,653.136,1,7.574602,0.009,0.0029,0.0054,0.00049,0.0049,0.0014,0.0292,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-28),RIO BRAVO,CHIHUAHUA,JULIMES,MEOQUI-DELICIAS,POZO,-105.41464,28.42294,211.335,1710,1352.8,4.276,428.839,14136,2.926973,0.1113,0.0029,0.0049,0.00121,0.0049,0.0014,0.024,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
3,LOS JUNCOS 2,RIO BRAVO,CHIHUAHUA,OJINAGA,LOS JUNCOS,POZO,-104.66156,28.99189,108.78,566,636.8,12.501,79.168,697,3.75019,0.0606,0.0029,0.0256,0.00049,0.0049,0.002,0.1113,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-29),RIO BRAVO,CHIHUAHUA,DELICIAS,MEOQUI-DELICIAS,POZO,-105.39771,28.15061,273.75,1431,915.8,1.4156,261.2926,2613,8.59419,0.009,0.0029,0.0049,0.00049,0.0049,0.0033,0.0768,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3,CASAS GRANDES 2,RIO BRAVO,CHIHUAHUA,NUEVO CASAS GRANDES,CASAS GRANDES,POZO,-107.93687,30.74747,127.02,301,209.6667,4.2962,19,759,0.784477,0.009,0.0029,0.0067,0.00049,0.0049,0.0015,0.0716,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,ASCENSION 2,RIO BRAVO,CHIHUAHUA,ASCENSION,ASCENSION,POZO,-108.00337,31.05437,89.79,552,372.8,1.4242,154.3776,1,8.146419,0.009,0.0029,0.0055,0.00049,0.0049,0.0014,0.052,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,PALOMAS-GUADALUPE VICTORIA 2,RIO BRAVO,CHIHUAHUA,ASCENSION,PALOMAS-GUADALUPE VICTORIA,POZO,-107.76391,31.37659,185.055,1891,1893,1.4171,1100.4352,31,0.3794,0.009,0.0029,0.0049,0.00049,0.0049,0.0379,1.458,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3,PALOMAS-GUADALUPE VICTORIA 3,RIO BRAVO,CHIHUAHUA,ASCENSION,PALOMAS-GUADALUPE VICTORIA,POZO,-107.79295,31.55764,221.19,777,543.8,1.3668,231.5664,19863,8.862783,0.009,0.0029,0.0069,0.00049,0.0049,0.0014,0.0437,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3,PALOMAS-GUADALUPE VICTORIA 1,RIO BRAVO,CHIHUAHUA,ASCENSION,PALOMAS-GUADALUPE VICTORIA,POZO,-107.61123,31.31058,356.97,1248,788.6,2.42,19,1,0.441508,0.0928,0.0029,0.0049,0.00049,0.0049,0.0017,0.0441,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,LAGUNA DE PALOMAS 2,RIO BRAVO,CHIHUAHUA,JIMENEZ,LAGUNA DE PALOMAS,POZO,-103.97686,26.895,75.555,2020,2146.3333,3.0621,997.3,1,13.007807,0.0363,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
3,LAGUNA DE PALOMAS 1,RIO BRAVO,CHIHUAHUA,JIMENEZ,ESCALON,POZO,-104.34589,26.75179,110.595,1931,1402,0.5081,398.92,1,16.082471,0.0163,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-11),RIO BRAVO,CHIHUAHUA,SAUCILLO,MEOQUI-DELICIAS,POZO,-105.355883,28.069779,226.665,2580,2049.8,0.7144,546.5204,759,12.403114,0.0393,0.0029,0.0049,0.00049,0.0049,0.0016,0.024,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
1,JIMENEZ-CAMARGO 3,RIO BRAVO,CHIHUAHUA,ALLENDE,JIMENEZ-CAMARGO,POZO,-105.43712,26.91534,284.48,561,389.2,0.8732,280.5618,1,1.270051,0.0176,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,JIMENEZ-CAMARGO 1,RIO BRAVO,CHIHUAHUA,JIMENEZ,JIMENEZ-CAMARGO,POZO,-104.89832,27.11688,128.115,867,558,1.0391,127.6544,1,1.146584,0.2549,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,MEOQUI-DELICIAS (M-101),RIO BRAVO,CHIHUAHUA,CAMARGO,MEOQUI-DELICIAS,POZO,-105.163889,27.7325,262.8,1391,1232.3333,1.7093,708.083,1,3.403173,0.0679,0.0029,0.0049,0.00049,0.0049,0.0014,0.0327,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
3,MEOQUI-DELICIAS 3,RIO BRAVO,CHIHUAHUA,LA CRUZ,MEOQUI-DELICIAS,POZO,-105.19762,27.86334,136.875,1411,981.4,1.8523,217.4114,1,2.697982,0.1212,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,MEOQUI-DELICIAS 2,RIO BRAVO,CHIHUAHUA,JULIMES,MEOQUI-DELICIAS,POZO,-105.411715,28.424252,174.105,1810,946.4,4.855,291.2116,24196,0.019,0.1468,0.0029,0.0049,0.00049,0.0049,0.0604,1.606,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1,POZO 1 RANCHO SAN JUAN (CHAPULA),RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.21586,25.26437,256.41,697,489.2,0.7535,346.1556,1,5.12073,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO HOSPITAL DEL ISSSTE,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,SALTILLO-RAMOS ARIZPE,POZO,-101.01262,25.43041,361.35,1539,1207.2,0.4503,698.11,110,16.647909,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
3,PAREDON 2 - EJIDO COSME,RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,PAREDON,POZO,-101.32825,25.91717,293.04,1442,937.8,0.3951,439.6574,121,31.627292,0.009,0.0029,0.0049,0.00049,0.0049,0.0067,2.187,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3,POZO 1 RANCHO LA CHIRIPA,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.26036,25.28887,593.49,1118,674.2,2.7784,19,10,0.033739,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2,CAÑON DEL DERRAMADERO 2,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,CAÑON DEL DERRAMADERO,POZO,-101.27869,25.29527,399.6,1069,614.2,1.3811,316.3146,41,0.727569,0.009,0.0029,0.0049,0.00049,0.0049,0.0628,1.304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,POZO TANQUE NUEVO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-101.72879,25.26241,248.565,476,287.2,0.19,253.3376,1,1.942889,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.1051,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO RANCHO EL NOGAL,RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,SALTILLO-RAMOS ARIZPE,POZO,-100.89375,25.61108,428.46,8300,7746,0.6128,3302.404,20,62.958746,0.009,0.0029,0.0052,0.00049,0.0049,0.0325,5.017,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
2,POZO DAVISA - DON COSME,RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,SALTILLO-RAMOS ARIZPE,POZO,-100.91532,25.58455,157.62,2182,1621.4,0.3326,779.8448,1,6.47142,0.009,0.0029,0.0049,0.00049,0.0049,0.0148,0.024,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO CLUB CAMPESTRE SALTILLO,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,SALTILLO-RAMOS ARIZPE,POZO,-100.95275,25.49529,370.11,1203,885.2,0.356,534.5528,1,6.168069,0.009,0.0029,0.0049,0.00072,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,POZO RANCHO PAOLA,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,SALTILLO-RAMOS ARIZPE,POZO,-100.88791,25.43227,194.25,1568,404.4,0.4365,159.152,160,0.019,0.009,0.0029,0.0049,0.00049,0.0049,0.0105,0.0732,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO RANCHO DON BETO,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,SALTILLO-RAMOS ARIZPE,POZO,-100.92313,25.44533,204.24,958,906.2,0.2229,584.8836,122,13.432389,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
3,POZO SALINAS DEL REY SUR,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SIERRA MOJADA,LAGUNA DEL REY-SIERRA MOJADA,POZO,-103.46597,27.07335,26.64,6670,8230.4,1.8388,2001.96,243,69.881322,0.0702,0.0029,0.0049,0.00049,0.0049,0.0077,0.1678,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
3,POZO No. 6 PEÑOLES,RIO BRAVO,COAHUILA DE ZARAGOZA,OCAMPO,LAGUNA DEL REY-SIERRA MOJADA,POZO,-103.34128,27.02141,188.955,4100,3234.2,2.8058,1790.46,1,1.313296,0.0133,0.0029,0.0049,0.00049,0.0049,0.0047,0.0823,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3,EL HUNDIDO 1,RIO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,EL HUNDIDO,POZO,-102.26766,26.60065,125.35,3690,2989.4,3.1483,1484.1816,1,24.695129,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2,RANCHO DR. CELESTINO VALDEZ,RIO BRAVO,COAHUILA DE ZARAGOZA,ARTEAGA,EL HUNDIDO,POZO,-100.87861,25.45353,202.74,1608,1206.4,0.3113,595.26,1,2.202746,0.009,0.0029,0.0049,0.00049,0.0049,0.0078,0.1881,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,POZO EJIDO HIGUERAS,RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,SALTILLO-RAMOS ARIZPE,POZO,-100.81335,25.63039,285.27,2770,2401.8,1.0733,1253.322,1483,6.49689,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0556,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
3,POZO EL SOL,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.62177,25.62313,193.14,3340,2411.2,1.0062,815.654,20,24.223198,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
2,POZO SAN RAFAEL DE LOS MILAGROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.49373,25.66383,197.58,2510,1462.6,0.6646,660.4808,1,3.777738,0.009,0.0029,0.0049,0.00049,0.0049,0.0076,0.2764,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3,POZO EL MIMBRE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.36098,25.67093,238.65,1204,838.4,0.5682,352.1238,1,2.767756,0.009,0.0029,0.0533,0.00049,0.0049,0.0014,0.1859,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2,POZO LA CANDELARIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.2642,25.76645,271.95,2113,1427.8,0.5202,746.025,1,5.509468,0.009,0.0029,0.0049,0.00049,0.0049,0.0105,0.3537,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
1,POZO ESTACION MADERO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.19048,25.71831,196.47,1698,1047.2,0.6458,360.0814,20,2.949366,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0681,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,"P-2, RECREATIVO EL OASIS",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.16606,25.60186,328.56,3350,2886.8,0.703,1661.149,448,5.556083,0.009,0.0029,0.0049,0.0006,0.0049,0.005,0.1863,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
2,"P-1, SAN JUDAS",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.17481,25.59078,380.73,3610,2884.2,0.8908,1432.368,10,3.664124,0.009,0.0029,0.0049,0.00049,0.0049,0.0049,0.3135,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
2,"GSC 85, BODEGAS SAN LORENZO",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.19453,25.498,377.4,1163,1303.2,0.4994,956.16,1,8.637597,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO EJ. SAN LORENZO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.20174,25.51958,346.32,1935,1500.2,0.6351,911.1452,1,4.808471,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0283,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,"GSC 87, PARRAS",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17817,25.48861,382.95,1159,1381.6667,0.3275,816.72,1,2.242472,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO REGIONAL PARRAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17488,25.4889,357.42,1659,1320.2,0.4336,755.972,1,0.174416,0.009,0.0029,0.0049,0.00049,0.0049,0.084,0.0471,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,"P- HOYO 11, RINCON DEL MONTERO",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.16675,25.47734,441.78,2172,1924.8,0.3769,1062.3396,1,0.680593,0.009,0.0029,0.0049,0.00049,0.0049,0.0729,0.0678,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1,QUINTA MIRA FLORES,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.16873,25.43984,283.05,699,492,0.2486,342.1768,10,2.656609,0.009,0.0029,0.0056,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,"GSC 144, HACIENDA DEL MARQUEZ",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17355,25.4402,258.63,672,406.3333,0.2918,278.516,7270,0.019,0.009,0.0029,0.0098,0.00049,0.0049,0.0024,0.1001,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,GALERIA PARRAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.18182,25.43402,313.02,596,482.6,0.3092,332.2298,1,0.65157,0.009,0.0029,0.0049,0.00049,0.0049,0.0019,0.0686,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO BARRIAL DEL OJO DE AGUA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.1726,25.40617,255.3,400,340.8,0.2918,290.832,1,0.475403,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO RANCHO VALLE SAN JOSE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.15225,25.44787,273.06,1502,1226.6,0.4341,728.1204,530,4.59157,0.009,0.0029,0.0049,0.00049,0.0049,0.0034,0.1271,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,POZO LOS HOYOS - COAHUILA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.0033,25.41228,206.46,2141,1662.4,0.3751,545.0956,1,21.20284,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0496,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
3,POZO LA PRESA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-101.83615,25.33876,292.365,1294,853,0.3901,482.9248,1,11.667105,0.009,0.0029,0.0049,0.00049,0.0049,0.0043,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2,POZO EL MESTEÑO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.86935,25.53829,336.33,1781,1269.2,0.5519,580.9048,1,9.126046,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO LA CECILIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.91452,25.57514,399.6,2078,1382.2,0.7375,616.714,1,2.629179,0.009,0.0029,0.0049,0.00049,0.0049,0.0059,0.1171,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO EJIDO LAS TRINCHERAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.98118,25.6075,318.57,1901,1325.8,0.7375,746.025,1,5.757647,0.009,0.0029,0.0049,0.00056,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,POZO PIEDRA BLANCA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.87539,25.65501,237.54,2890,2169.2,0.4416,994.7,2247,16.711612,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
